procurement-id_id-approvisionnement,Project-number_Numéro-de-projet,Vendor-name_Nom-du-fournisseur,Payment-date_Date-de-paiement,Proper-Invoice-Received-Date_date-de-réception-de-la-facture-en-règle
EQ75470833,R.079554.001,"POMERLEAU INC.",2019-06-11,2019-05-16
EP75670422,R.082658.202,"POMERLEAU INC.",2019-06-11,2019-05-17
EF190694,R.082975.001,"BÄHLER BIOGAZ INC.",2019-06-11,2019-05-10
EP75670422,R.083361.216,"POMERLEAU INC.",2019-06-11,2019-05-17
EP75670422,R.083361.250,"POMERLEAU INC.",2019-06-11,2019-05-17
EP75670422,R.083361.255,"POMERLEAU INC.",2019-06-11,2019-05-17
EJ07882193,R.083736.207,"HONEY CONSTRUCTION LIMITED",2019-06-11,2019-05-16
EQ75490230,R.084460.001,"2220742 ONTARIO LTD.",2019-06-11,2019-05-17
EP75670422,R.086155.250,"POMERLEAU INC.",2019-06-11,2019-05-17
EP75670422,R.086458.215,"POMERLEAU INC.",2019-06-11,2019-05-17
EP75082317,R.086460.342,"THE BELL TELEPHONE COMPANY OF",2019-06-11,2019-05-16
EP75670422,R.088888.216,"POMERLEAU INC.",2019-06-11,2019-05-17
E172412001,R.090411.003,"FRASER RIVER PILE&DREDGE (GP) INC.O",2019-06-11,2019-05-07
EP75670422,R.097061.201,"POMERLEAU INC.",2019-06-11,2019-05-17
EP75670422,R.097061.251,"POMERLEAU INC.",2019-06-11,2019-05-17
EC01593152,R.089242.001,"MAXIM 2000 INC.",2019-06-12,2019-05-17
E022582190,R.095594.003,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-06-12,2019-05-19
EQ75191239,,"PARSONS INC",2019-06-14,2019-05-21
EJ19662173,R.010277.119,"MODERN NIAGARA OTTAWA INC.",2019-06-14,2019-05-21
EJ19662173,R.010277.120,"MODERN NIAGARA OTTAWA INC.",2019-06-14,2019-05-21
EJ19662173,R.010277.121,"MODERN NIAGARA OTTAWA INC.",2019-06-14,2019-05-21
EJ19662173,R.010277.137,"MODERN NIAGARA OTTAWA INC.",2019-06-14,2019-05-21
E899180535,R.016015.001,"HALLMARK FACILITY SERVICES INC.",2019-06-14,2019-05-18
EJ19671537,R.041736.228,"JOHNSON CONTROLS CANADA LP",2019-06-14,2019-05-21
EJ19681405,R.041736.532,"G A L POWER SYSTEMS OTTAWA LTD",2019-06-14,2019-05-21
EJ19670523,R.064594.555,"LAR-MEX INC.",2019-06-14,2019-05-21
EJ19662173,R.064595.020,"MODERN NIAGARA OTTAWA INC.",2019-06-14,2019-05-21
EQ73482412,R.068488.001,"QUINAN CONSTRUCTION LIMITED",2019-06-14,2019-05-21
E160345001,R.077703.001,"MICHAEL CUCCIONE",2019-06-14,2019-05-21
E160345001,R.077723.001,"MICHAEL CUCCIONE",2019-06-14,2019-05-21
E160345001,R.077724.001,"MICHAEL CUCCIONE",2019-06-14,2019-05-21
E160345001,R.077725.001,"MICHAEL CUCCIONE",2019-06-14,2019-05-21
EP63570974,R.082113.005,"BLACK & MCDONALD LTD.",2019-06-14,2019-05-21
E160345001,R.087167.001,"MICHAEL CUCCIONE",2019-06-14,2019-05-21
EB14490921,R.090299.001,"DORA CONSTRUCTION LIMITED",2019-06-14,2019-05-16
EB40191620,R.090685.001,"BALODIS INCORPORATED",2019-06-14,2019-05-21
E022582190,R.095594.002,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-06-14,2019-05-21
EB20191680,R.095941.001,"J.L. RICHARDS & ASSOCIATES LIMITED",2019-06-14,2019-05-21
E160345001,R.104454.001,"MICHAEL CUCCIONE",2019-06-14,2019-05-21
EF191072,R.003604.001,"CONSTRUCTION BLANCHARD ET",2019-06-15,2019-05-22
EV38580798,R.026175.004,"QUOREX CONSTRUCTION SERVICES LTD",2019-06-15,2019-05-22
EJ19670523,R.064594.555,"LAR-MEX INC.",2019-06-15,2019-05-22
EJ19640144,R.064594.754,"G A L POWER SYSTEMS OTTAWA LTD",2019-06-15,2019-05-22
EF181551,R.073661.100,"BRITTON ELECTRIQUE CO",2019-06-15,2019-05-22
E182549001,R.075097.001,"OSKAR CONSTRUCTION LTD",2019-06-15,2019-05-22
EC15180072,R.076412.001,"BIRD CONSTRUCTION GROUP",2019-06-15,2019-05-22
EE52092752,R.077223.230,"9187-8447 QUÉBEC INC.",2019-06-15,2019-05-22
EQ75492190,R.083652.002,"EUREKA ENTERPRISES INC.",2019-06-15,2019-05-30
EJ19671466,R.087000.003,"BLACK & MCDONALD LTD.",2019-06-15,2019-05-22
EJ19651032,R.106382.002,"DATA CENTER TECHNOLOGIES",2019-06-15,2019-04-01
EJ19662025,,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-06-18,2019-05-24
EJ19682477,,"CUMMINS CANADA ULC",2019-06-18,2019-05-24
EJ19690762,,"SIEMENS CANADA LIMITED",2019-06-18,2019-05-24
EJ19640722,R.026001.028,"EATON INDUSTRIES (CANADA) COMPANY",2019-06-18,2019-05-23
EE52091714,R.035921.800,"GROUPE SYMACO INC.",2019-06-18,2019-05-23
EJ19682721,R.041736.240,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-06-18,2019-05-24
EJ19682721,R.041736.249,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-06-18,2019-05-24
EJ19640722,R.041736.717,"EATON INDUSTRIES (CANADA) COMPANY",2019-06-18,2019-05-23
EJ19640722,R.041736.774,"EATON INDUSTRIES (CANADA) COMPANY",2019-06-18,2019-05-23
EJ19640722,R.041736.775,"EATON INDUSTRIES (CANADA) COMPANY",2019-06-18,2019-05-23
EJ19662536,R.041736.809,"GENREP LTD/LTEE",2019-06-18,2019-05-24
E182549001,R.075097.001,"OSKAR CONSTRUCTION LTD",2019-06-18,2019-05-23
EC01590461,R.075952.001,"SPERRA CONSTRUCTION GROUP INC.",2019-06-18,2019-05-23
ET25190660,R.076524.001,"CON-PRO INDUSTRIES CANADA LTD.",2019-06-18,2019-05-23
EQ75172991,R.079166.006,"CONSULTANTS AECOM INC. AECOM",2019-06-18,2019-05-24
ET25182822,R.079596.001,"REGENT CONSTRUCTION INC.",2019-06-18,2019-05-23
E182549001,R.081111.001,"OSKAR CONSTRUCTION LTD",2019-06-18,2019-05-23
ED00181274,R.081199.001,"WM & M (1993) LTD",2019-06-18,2019-04-29
EJ19640722,R.081789.002,"EATON INDUSTRIES (CANADA) COMPANY",2019-06-18,2019-05-23
EE47471393,R.082893.365,"POMERLEAU INC.",2019-06-18,2019-05-14
EE47471393,R.082893.366,"POMERLEAU INC.",2019-06-18,2019-05-14
E191569001,R.082938.001,"ADVANCED ENERGY SYSTEMS",2019-06-18,2019-05-21
EJ19671466,R.087000.003,"BLACK & MCDONALD LTD.",2019-06-18,2019-05-24
EQ75473161,R.087712.001,"BARRY BRYAN ASSOCIATES",2019-06-18,2019-05-23
E192389001,R.090408.001,"HOULE ELECTRIC LIMITED",2019-06-18,2019-05-24
EQ75191030,R.094968.009,"LOUIS W. BRAY CONSTRUCTION LIMITED",2019-06-18,2019-05-23
E022582190,R.095594.004,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-06-18,2019-05-24
EP92291669,R.096286.001,"898845 ALBERTA LTD.",2019-06-18,2019-05-24
EB14492174,R.097709.003,"GREENFIELD CONSTRUCTION LTD.",2019-06-18,2019-05-21
700436419,R.104640.001,"ECO-TECHNOLOGIES LTEE",2019-06-18,2019-05-22
EA00392423,R.999102.005,"R & R HVAC & CONTROLS LTD",2019-06-18,2019-05-24
EJ19661491,R.041736.020,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-06-19,2019-05-25
ED00181274,R.081199.001,"WM & M (1993) LTD",2019-06-19,2019-05-21
EV38582974,R.084540.001,"RITE-WAY FENCING 2000 INC.",2019-06-19,2019-05-23
700451941,,"2932733 CANADA INC.",2019-06-20,2019-05-27
E190131001,R.077725.001,"BERVIN CONSTRUCTION LTD.",2019-06-20,2019-05-22
ET25180545,R.078207.006,"CENTRAL AIR EQUIPMENT LTD",2019-06-20,2019-05-27
EA00391095,R.083332.004,"DEXTER CONSTRUCTION COMPANY LIMITED",2019-06-20,2019-05-27
E190821001,R.089515.001,"TRAINOR MECHANICAL CONTRACTORS LTD.",2019-06-20,2019-05-22
700457590,R.090461.011,"6250424 CANADA INC.",2019-06-20,2019-01-16
700457590,R.090461.011,"6250424 CANADA INC.",2019-06-20,2019-06-18
EJ19662025,,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-06-21,2019-05-28
EP76480213,R.011801.328,"ACME FUTURE SECURITY CONTROLS INC.",2019-06-21,2019-05-28
EJ19651337,R.026001.075,"CUMMINS CANADA ULC",2019-06-21,2019-05-28
EJ19682734,R.041736.510,"TYCO INTEGRATED FIRE & SECURITY",2019-06-21,2019-05-21
EJ19640084,R.041736.905,"CUMMINS CANADA ULC",2019-06-21,2019-05-28
EJ19670523,R.064594.555,"LAR-MEX INC.",2019-06-21,2019-05-28
EV38583328,R.076325.020,"RELY-EX CONTRACTING INC.",2019-06-21,2019-05-28
700457590,R.090461.011,"6250424 CANADA INC.",2019-06-21,2019-06-18
700436419,R.104640.001,"ECO-TECHNOLOGIES LTEE",2019-06-21,2019-05-28
E022681071,,"RWL HOLDINGS LTD",2019-06-22,2019-05-29
EF66162822,,"TYCO INTEGRATED FIRE & SECURITY",2019-06-22,2019-05-29
EJ19681267,,"BLACK & MCDONALD LTD.",2019-06-22,2019-05-29
700398831,R.014204.301,"ENERCHEM INTERNATIONAL INC.",2019-06-22,2019-05-29
EJ19610098,R.064594.560,"VERTIV CANADA ULC",2019-06-22,2019-05-29
EQ75172991,R.079166.006,"CONSULTANTS AECOM INC. AECOM",2019-06-22,2019-05-29
E144180467,R.086866.002,"MAXIM 2000 INC.",2019-06-22,2019-05-29
EA00391148,R.089932.001,"CHIMO CONSTRUCTION (2014) LIMITED",2019-06-22,2019-05-28
EB14491657,R.090751.001,"CBCL LIMITED",2019-06-22,2019-05-29
EB14492654,R.090754.001,"G J CAHILL & COMPANY (1979) LIMI",2019-06-22,2019-05-29
EB14491657,R.090755.001,"CBCL LIMITED",2019-06-22,2019-05-29
700326520,,"OTIS CANADA INC",2019-06-26,2019-05-31
EF66170048,,"SIEMENS CANADA LIMITED",2019-06-26,2019-05-31
EFA6614268,,"KONE INC",2019-06-26,2019-05-31
EJ19641828,,"VCI CONTROLS INC.",2019-06-26,2019-05-30
EJ19650044,,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-06-26,2019-05-30
EJ19662026,,"JOHNSON CONTROLS CANADA LP",2019-06-26,2019-05-31
EE51717217,R.001991.099,"SIEMENS CANADA LIMITED",2019-06-26,2019-05-31
EF9447439,R.004236.001,"PROCETECH INC.",2019-06-26,2019-05-31
EP758A0247,R.008609.328,"ACME FUTURE SECURITY CONTROLS INC.",2019-06-26,2019-05-30
E151176001,R.016017.001,"EVERGREEN BUILDING MAINTENANCE INC.",2019-06-26,2019-05-31
E022533381,R.024343.002,"D.F.S. INC.",2019-06-26,2019-05-31
EB20162450,R.024343.002,"COASTAL RESTORATION & MASONRY",2019-06-26,2019-05-30
EB20162450,R.024343.002,"COASTAL RESTORATION & MASONRY",2019-06-26,2019-05-31
EJ19660460,R.041736.314,"BLACK & MCDONALD LTD.",2019-06-26,2019-05-31
EJ19661833,R.041736.859,"AV-TECH INC.",2019-06-26,2019-05-30
EC20132153,R.051357.006,"D.F.S. INC.",2019-06-26,2019-05-31
EV38582020,R.058018.001,"MARITIME FENCE LTD.",2019-06-26,2019-05-30
EJ19670523,R.064512.051,"LAR-MEX INC.",2019-06-26,2019-05-31
EJ19670523,R.064594.555,"LAR-MEX INC.",2019-06-26,2019-05-30
EJ19670523,R.064594.555,"LAR-MEX INC.",2019-06-26,2019-05-31
EP91690433,R.065220.510,"WILES - LEGAULT & ASSOCIATES (1992)",2019-06-26,2019-05-30
E072070/C,R.079450.001,"GREEN TIMBERS LIMITED PARTNERSHIP",2019-06-26,2019-06-01
EQ75190325,R.079800.009,"LOUIS W. BRAY CONSTRUCTION LIMITED",2019-06-26,2019-05-27
EA00390496,R.083332.001,"CAN-AM PLATFORMS & CONSTRUCTION LTD",2019-06-26,2019-05-31
EH90090297,R.086471.212,"ELLISDON CORPORATION",2019-06-26,2019-06-01
EJ19672264,R.087000.002,"SIEMENS CANADA LIMITED",2019-06-26,2019-06-01
EC09692366,R.087055.005,"EDGELINE CONSTRUCTION LIMITED",2019-06-26,2019-05-31
EB14491545,R.089513.001,"SEAGATE CONSTRUCTION INC.",2019-06-26,2019-05-14
EQ75492156,R.089868.002,"MTM-2 CONTRACTING INC.",2019-06-26,2019-05-31
EA01191286,R.100128.001,"TRIDENT CONSTRUCTION LIMITED",2019-06-26,2019-05-31
EA00392238,R.100133.001,"B & R ENTERPRISES LIMITED",2019-06-26,2019-05-31
EA00391985,R.100137.001,"R J G CONSTRUCTION LTD.",2019-06-26,2019-06-01
EJ19641828,,"VCI CONTROLS INC.",2019-06-27,2019-06-03
EJ19650108,,"TOROMONT INDUSTRIES LTD.",2019-06-27,2019-06-03
EP77092301,R.011951.157,"BLACK & MCDONALD LTD.",2019-06-27,2019-06-03
EF-132481,R.060472.100,"PROVENCHER ROY + ASSOCIÉS",2019-06-27,2019-05-29
EE51993023,R.062121.001,"HAMEL CONSTRUCTION INC.",2019-06-27,2019-06-03
ET25192272,R.067379.005,"ELLISDON CORPORATION",2019-06-27,2019-06-03
ET25192272,R.067379.012,"ELLISDON CORPORATION",2019-06-27,2019-06-03
EQ75490274,R.073615.001,"W.S. MORGAN CONSTRUCTION LIMITED",2019-06-27,2019-06-03
E170806001,R.077720.001,"BERVIN CONSTRUCTION LTD.",2019-06-27,2019-04-30
E160345001,R.077723.001,"MICHAEL CUCCIONE",2019-06-27,2019-06-03
E160345001,R.077724.001,"MICHAEL CUCCIONE",2019-06-27,2019-06-03
E160345001,R.077725.001,"MICHAEL CUCCIONE",2019-06-27,2019-06-03
E190131001,R.077725.001,"BERVIN CONSTRUCTION LTD.",2019-06-27,2019-05-29
EV38582823,R.080653.001,"ALLIANCE ENERGY LTD.",2019-06-27,2019-06-03
EV38590752,R.082215.001,"QUOREX CONSTRUCTION SERVICES LTD",2019-06-27,2019-06-03
E160345001,R.087167.001,"MICHAEL CUCCIONE",2019-06-27,2019-06-03
EE52092456,R.090297.150,"CONSTRUCTION DERIC INC",2019-06-27,2019-06-03
E191042001,R.090442.002,"CYMI CANADA INC",2019-06-27,2019-06-03
EP92291264,R.096286.001,"JENEX CONTRACTING LTD.",2019-06-27,2019-06-03
EB14490730,R.097716.005,"DILLON CONSULTING LIMITED",2019-06-27,2019-06-03
E160345001,R.104454.001,"MICHAEL CUCCIONE",2019-06-27,2019-06-03
EJ19650044,,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-06-28,2019-05-31
EJ19650108,,"TOROMONT INDUSTRIES LTD.",2019-06-28,2019-06-18
EJ19681267,,"BLACK & MCDONALD LTD.",2019-06-28,2019-06-04
E899152075,R.016014.001,"PRIME BUILDING MAINTENANCE LTD.",2019-06-28,2019-06-03
E191080001,R.017173.321,"INTEROUTE CONSTRUCTION LTD.",2019-06-28,2019-06-04
EJ19671670,R.041736.150,"COMPLETE ENTRY SYSTEMS AND SERVICES",2019-06-28,2019-06-04
EJ19642089,R.041736.265,"SIEMENS BUILDING TECHNOLOGIES LTD.",2019-06-28,2019-05-31
EJ19671670,R.041736.289,"COMPLETE ENTRY SYSTEMS AND SERVICES",2019-06-28,2019-06-04
700250389,R.064594.561,"4192338 CANADA INC.",2019-06-28,2019-06-04
EW03873304,R.077209.001,"INTERWORKS CONTRACTING LTD.",2019-06-28,2019-05-31
EP92290895,R.078549.001,"PIPE QUEST PROJECTS LTD.",2019-06-28,2019-05-28
EE47461698,R.079730.500,"ENTREPRISE DE CONSTRUCTION TEQ INC.",2019-06-28,2019-06-04
EE47471393,R.082893.560,"POMERLEAU INC.",2019-06-28,2019-06-04
EE47471393,R.082893.574,"POMERLEAU INC.",2019-06-28,2019-06-04
EC01583341,R.086534.001,"V.C. ROOFING INC.",2019-06-28,2019-06-04
EP92692627,R.090048.321,"THE BELL TELEPHONE COMPANY OF",2019-06-28,2019-06-04
EB14492302,R.100038.001,"GW REALTY INC",2019-06-28,2019-06-04
EA00392168,R.100133.001,"AFN ENGINEERING INC.",2019-06-28,2019-06-04
EA01192771,R.100138.001,"COADY CONSTRUCTION & EXCAVATING",2019-06-28,2019-06-04
EC15192715,R.101516.001,"L BREAU AND SONS LTD",2019-06-28,2019-06-04
700433501,R.104049.010,"CONSTRUCTION PROFEX INC.",2019-06-28,2019-06-04
E425150319,R.016747.001,"JOSEPH BELANGER",2019-06-29,2019-06-03
700393375,R.017173.222,"TETRA TECH EBA INC.",2019-06-29,2019-06-05
EQ75480422,R.059792.005,"LOUIS W. BRAY CONSTRUCTION LIMITED",2019-06-29,2019-06-03
EF182916,R.075573.001,"CONSTRUCTION SOCAM LTEE",2019-06-29,2019-06-04
EW03891018,R.077181.001,"CHRISTENSEN & MCLEAN ROOFING CO. LT",2019-06-29,2019-06-05
E181194001,R.077723.001,"WILDSTONE CONSTRUCTION &",2019-06-29,2019-06-05
EP91691332,R.078445.006,"K.C.E. CONSTRUCTION LTD.",2019-06-29,2019-06-05
EE51782194,R.083114.001,"HAMEL CONSTRUCTION INC.",2019-06-29,2019-05-31
EP92291669,R.096286.001,"898845 ALBERTA LTD.",2019-06-29,2019-06-05
EB14492031,R.099232.001,"WATERWORKS CONSTRUCTION LIMITED",2019-06-29,2019-05-30
700423232,R.102256.001,"NADINE INTERNATIONAL INC.",2019-06-29,2019-06-03
700456491,,"CUMMINS CANADA ULC",2019-07-03,2019-06-07
E022691558,,"ECONOMY ELECTRIC LTD",2019-07-03,2019-06-06
EJ1961322,,"THYSSENKRUPP ELEVATOR (CANADA)",2019-07-03,2019-06-07
EJ19632536,,"SCHINDLER ELEVATOR CORPORATION",2019-07-03,2019-06-07
EP00812240,,"4192338 CANADA INC.",2019-07-03,2019-06-07
EP07733073,,"THYSSENKRUPP ELEVATOR (CANADA)",2019-07-03,2019-06-07
EE51717217,R.004269.099,"SIEMENS CANADA LIMITED",2019-07-03,2019-06-07
700398831,R.014204.301,"ENERCHEM INTERNATIONAL INC.",2019-07-03,2019-06-06
E899141458,R.016018.001,"PRIME BUILDING MAINTENANCE LTD.",2019-07-03,2019-06-03
E899141458,R.016019.001,"PRIME BUILDING MAINTENANCE LTD.",2019-07-03,2019-06-03
EV38580798,R.026175.004,"QUOREX CONSTRUCTION SERVICES LTD",2019-07-03,2019-06-06
EJ19640722,R.041736.775,"EATON INDUSTRIES (CANADA) COMPANY",2019-07-03,2019-06-06
EQ44781122,R.050927.204,"RIGGS ENGINEERING LTD.",2019-07-03,2019-06-05
EF-132481,R.060472.100,"PROVENCHER ROY + ASSOCIÉS",2019-07-03,2019-06-06
EJ19641652,R.064594.522,"BAXTEC MANAGEMENT CORPORATION",2019-07-03,2019-06-07
EJ19680241,R.064594.556,"BAXTEC MANAGEMENT CORPORATION",2019-07-03,2019-06-06
EB14490610,R.065476.711,"JONELJIM CONCRETE CONSTRUCTION",2019-07-03,2019-06-07
EQ73482412,R.068488.001,"QUINAN CONSTRUCTION LIMITED",2019-07-03,2019-06-06
EC96183030,R.078460.002,"MARITECH CONSTRUCTION INC.",2019-07-03,2019-06-06
EP91682098,R.081640.048,"BRAWN CONSTRUCTION LTD",2019-07-03,2019-05-13
EF190865,R.083343.001,"LES COUVERTURES ST-LEONARD",2019-07-03,2019-06-07
EW03891961,R.086402.001,"PROLOGIC CONSTRUCTION LTD",2019-07-03,2019-06-07
EA03160529,R.087350.001,"J.W. LINDSAY ENTERPRISES LIMITED",2019-07-03,2019-06-07
EF190574,R.089836.001,"CELEB CONSTRUCTION LTEE",2019-07-03,2019-06-06
E022582190,R.095594.007,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-07-03,2019-06-06
E022582190,R.095594.008,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-07-03,2019-06-06
EA01192556,R.096621.001,"R J G CONSTRUCTION LTD.",2019-07-03,2019-06-05
EF192588,R.097036.400,"T3P CONSTRUCTION INC",2019-07-03,2019-06-06
E172342001,,"WHITE BEAR INDUSTRIES LTD.",2019-07-04,2019-06-10
EFA6616152,,"SIEMENS CANADA LIMITED",2019-07-04,2019-06-07
EJ19651457,,"R&R AUTOMATION INC.",2019-07-04,2019-06-10
EJ19681405,R.041736.532,"G A L POWER SYSTEMS OTTAWA LTD",2019-07-04,2019-06-10
EP74771823,R.042877.251,"POMERLEAU INC.",2019-07-04,2019-06-05
EB14490579,R.065476.710,"JONELJIM CONCRETE CONSTRUCTION",2019-07-04,2019-06-10
EV38580231,R.068737.003,"CCR CONSTRUCTION LTD.",2019-07-04,2019-06-10
EP92281913,R.071081.018,"ELLISDON CONSTRUCTION SERVICES INC.",2019-07-04,2019-06-10
E180351001,R.078656.001,"LEC ENGINEERING CONTRACTING LTD.",2019-07-04,2019-06-03
EJ07882193,R.083736.207,"HONEY CONSTRUCTION LIMITED",2019-07-04,2019-06-10
EP74771823,R.086139.405,"POMERLEAU INC.",2019-07-04,2019-06-05
E190704001,R.087167.001,"ENTITY MECHANICAL LTD.",2019-07-04,2019-06-10
E191983001,R.089425.001,"WESTCANA ELECTRIC INC.",2019-07-04,2019-06-10
EB14492031,R.099232.001,"WATERWORKS CONSTRUCTION LIMITED",2019-07-04,2019-06-04
EA00391137,R.099925.001,"R J G CONSTRUCTION LTD.",2019-07-04,2019-06-04
EJ19611374,,"THYSSENKRUPP ELEVATOR (CANADA)",2019-07-05,2019-06-11
EQ151518,,"GDI SERVICES (CANADA) LP",2019-07-05,2019-06-05
EF191072,R.003604.001,"CONSTRUCTION BLANCHARD ET",2019-07-05,2019-06-11
E899180535,R.016015.001,"HALLMARK FACILITY SERVICES INC.",2019-07-05,2019-06-07
EJ19671670,R.041736.150,"COMPLETE ENTRY SYSTEMS AND SERVICES",2019-07-05,2019-06-11
EJ19640722,R.041736.717,"EATON INDUSTRIES (CANADA) COMPANY",2019-07-05,2019-06-11
EQ44772597,R.050927.202,"MILESTONE ENVIRONMENTAL",2019-07-05,2019-06-10
EQ75017086,R.065728.301,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EF181551,R.073661.100,"BRITTON ELECTRIQUE CO",2019-07-05,2019-06-11
EV38580424,R.076783.001,"HIPPERSON CONSTRUCTION PARTNERSHIP",2019-07-05,2019-06-11
EQ75017086,R.076951.109,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EQ75017086,R.076951.209,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EQ75017086,R.076951.309,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EQ75017086,R.076951.409,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EQ75017086,R.076951.509,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EQ75017086,R.076951.609,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EQ75017086,R.076951.709,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-07-05,2019-06-07
EE52080515,R.077223.110,"ROXBORO EXCAVATION INC.",2019-07-05,2019-06-11
EQ75190657,R.079796.009,"ATWILL-MORIN (ONTARIO) INC.",2019-07-05,2019-06-07
EE52090068,R.081007.001,"BRIQUETAL LTÉE",2019-07-05,2019-06-11
EA03160529,R.087350.001,"J.W. LINDSAY ENTERPRISES LIMITED",2019-07-05,2019-06-11
EP92291264,R.096286.001,"JENEX CONTRACTING LTD.",2019-07-05,2019-06-11
EA00391117,R.099925.002,"MERIDIAN ENGINEERING INC.",2019-07-05,2019-06-11
700454142,R.100651.210,"PCL CONSTRUCTORS CANADA INC.",2019-07-05,2019-06-06
EJ19641828,,"VCI CONTROLS INC.",2019-07-06,2019-06-12
EJ19650497,,"SIEMENS CANADA LIMITED",2019-07-06,2019-06-12
700398831,R.014204.301,"ENERCHEM INTERNATIONAL INC.",2019-07-06,2019-06-12
700431766,R.017173.333,"WOOD CANADA LIMITED",2019-07-06,2019-06-07
EJ19690296,R.041736.215,"VCI CONTROLS INC.",2019-07-06,2019-06-12
EJ19682721,R.041736.249,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-07-06,2019-06-12
EJ19682734,R.041736.510,"TYCO INTEGRATED FIRE & SECURITY",2019-07-06,2019-06-12
EJ19682734,R.041736.512,"TYCO INTEGRATED FIRE & SECURITY",2019-07-06,2019-06-12
EJ19682734,R.041736.535,"TYCO INTEGRATED FIRE & SECURITY",2019-07-06,2019-06-12
EP635735NB,R.049006.055,"SNC-LAVALIN GRANDS PROJETS INC.",2019-07-06,2019-07-04
EQ75491813,R.051213.001,"LANDFORM CIVIL INFRASTRUCTURES INC.",2019-07-06,2019-06-11
EJ19660513,R.064594.513,"VCI CONTROLS INC.",2019-07-06,2019-06-12
EJ19690410,R.064594.524,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-07-06,2019-06-12
E190130001,R.069377.001,"KINETIC CONSTRUCTION LTD.",2019-07-06,2019-06-12
EW03881191,R.078013.001,"GATEWAY MECHANICAL SERVICES INC.",2019-07-06,2019-06-12
EP91682098,R.081640.048,"BRAWN CONSTRUCTION LTD",2019-07-06,2019-06-12
EP78880832,R.083724.211,"ASBEX LTD",2019-07-06,2019-06-07
EP94191698,R.087528.003,"ELLISDON CORPORATION",2019-07-06,2019-06-05
ED00192109,R.097445.001,"7305516 CANADA LTD.",2019-07-06,2019-06-07
E022691508,,"PALMER ENTERPRISES LTD.",2019-07-09,2019-06-14
ED02110512,,"THYSSENKRUPP ELEVATOR (CANADA) LTD.",2019-07-09,2019-06-14
EHA0182353,,"SP PLUS CORPORATION CANADA",2019-07-09,2019-06-14
EW03891819,R.015993.463,"TAURUS CONTRACTORS LTD.",2019-07-09,2019-06-13
700395882,R.017173.214,"WOOD CANADA LIMITED",2019-07-09,2019-06-14
700393375,R.017173.222,"TETRA TECH EBA INC.",2019-07-09,2019-06-14
700403495,R.017173.231,"TETRA TECH CANADA INC.",2019-07-09,2019-06-14
EE52081793,R.021798.700,"ST-DENIS THOMPSON INC",2019-07-09,2019-06-14
EP78812096,R.041736.302,"OTIS CANADA INC",2019-07-09,2019-06-14
EJ19670124,R.041736.845,"OTIS CANADA INC",2019-07-09,2019-06-14
EF182940,R.042037.001,"ST-DENIS THOMPSON INC",2019-07-09,2019-06-14
EJ19670523,R.064512.051,"LAR-MEX INC.",2019-07-09,2019-06-13
EJ19670523,R.064594.555,"LAR-MEX INC.",2019-07-09,2019-06-13
ET25181955,R.065684.001,"GRAHAM CONSTRUCTION AND",2019-07-09,2019-06-13
ET25190660,R.076524.001,"CON-PRO INDUSTRIES CANADA LTD.",2019-07-09,2019-06-13
EC15171092,R.076592.003,"GEMTEC CONSULTING ENGINEERS AND",2019-07-09,2019-06-14
EE52090691,R.077223.220,"TISSEUR INC.",2019-07-09,2019-06-14
EE52073040,R.081006.001,"BRIQUETAL LTÉE",2019-07-09,2019-06-13
EF19056,R.091106.001,"CONSTRUCTION BUGERE INC",2019-07-09,2019-06-13
EW03892924,R.094501.001,"INTERWORKS CONTRACTING LTD.",2019-07-09,2019-06-13
EP92292131,R.096561.001,"WESTERN PACIFIC ENTERPRISES LTD.",2019-07-09,2019-06-14
E899141456,R.016016.001,"BEE-CLEAN BUILDING MAINTENANCE",2019-07-10,2019-06-13
EJ19682721,R.041736.240,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-07-10,2019-06-16
